loopIteration,time,gyroADC[0],gyroADC[1],gyroADC[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],quat[0],quat[1],quat[2],quat[3]
0,1525582,0,0,0,-7,-84,2050,158,158,158,158,8127,-65,-5,0
16,1533544,0,0,0,-7,-83,2050,158,158,158,158,8127,-67,-6,0
32,1541563,0,0,0,-8,-84,2050,158,158,158,158,8127,-69,-6,0
48,1549548,0,0,0,-8,-83,2050,158,158,158,158,8127,-71,-6,0
64,1557547,0,0,0,-8,-83,2050,158,158,158,158,8127,-73,-6,0
80,1565530,0,0,0,-7,-83,2050,158,158,158,158,8127,-75,-6,0
96,1573510,0,0,0,-7,-83,2050,158,158,158,158,8127,-77,-7,0
112,1581537,0,0,0,-7,-84,2050,158,158,158,158,8127,-79,-7,0
128,1589486,0,0,0,-7,-83,2049,158,158,158,158,8127,-80,-7,0
144,1597505,0,0,0,-6,-83,2049,158,158,158,158,8127,-82,-7,0
160,1605489,0,0,0,-7,-83,2050,158,158,158,158,8127,-84,-7,0
176,1613483,0,0,0,-7,-83,2050,158,158,158,158,8127,-85,-7,0
192,1621469,0,0,0,-8,-83,2050,158,158,158,158,8127,-87,-7,0
208,1629449,0,0,0,-7,-82,2050,158,158,158,158,8127,-88,-8,0
224,1637468,0,0,0,-7,-84,2049,158,158,158,158,8127,-90,-8,0
240,1645431,0,0,0,-7,-84,2049,158,158,158,158,8126,-91,-8,0
256,1653458,0,0,0,-7,-84,2050,158,158,158,158,8126,-93,-8,0
272,1661431,0,0,0,-7,-82,2049,158,158,158,158,8126,-94,-8,0
288,1669424,0,0,0,-7,-83,2050,158,158,158,158,8126,-96,-8,0
304,1677410,0,0,0,-7,-84,2050,158,158,158,158,8126,-97,-8,0
320,1685386,0,0,0,-7,-83,2050,158,158,158,158,8126,-98,-8,0
336,1693402,0,0,0,-7,-83,2050,158,158,158,158,8126,-100,-8,0
352,1701369,0,0,0,-8,-83,2049,158,158,158,158,8126,-101,-9,0
368,1709391,0,0,0,-7,-83,2049,158,158,158,158,8126,-102,-9,0
384,1717371,0,0,0,-7,-82,2050,158,158,158,158,8126,-103,-9,0
400,1725378,0,0,0,-8,-83,2050,158,158,158,158,8126,-105,-9,0
416,1733353,0,0,0,-8,-83,2050,158,158,158,158,8126,-106,-9,0
432,1741328,0,0,0,-7,-82,2051,158,158,158,158,8126,-107,-9,0
448,1749331,0,0,0,-6,-82,2049,158,158,158,158,8126,-108,-9,0
464,1757307,0,0,0,-6,-83,2048,158,158,158,158,8126,-109,-9,0
480,1765323,0,0,0,-6,-82,2048,158,158,158,158,8126,-110,-9,0
496,1773311,0,0,0,-6,-83,2048,158,158,158,158,8126,-111,-9,0
512,1781312,0,0,0,-7,-83,2049,158,158,158,158,8126,-112,-9,0
528,1789294,0,0,0,-7,-82,2050,158,158,158,158,8126,-113,-10,0
544,1797274,0,0,0,-7,-83,2050,158,158,158,158,8126,-114,-10,0
560,1805273,0,0,0,-7,-83,2050,158,158,158,158,8126,-115,-10,0
576,1813250,0,0,0,-6,-83,2049,158,158,158,158,8126,-116,-10,0
592,1821266,0,0,0,-6,-83,2049,158,158,158,158,8126,-117,-10,0
608,1829253,0,0,0,-6,-83,2049,158,158,158,158,8126,-118,-10,0
624,1837245,0,0,0,-7,-83,2050,158,158,158,158,8126,-119,-10,0
640,1845233,0,0,0,-8,-84,2050,158,158,158,158,8126,-120,-10,0
656,1853213,0,0,0,-8,-84,2050,158,158,158,158,8126,-121,-10,0
672,1861214,0,0,0,-7,-83,2050,158,158,158,158,8126,-122,-10,0
688,1869195,0,0,0,-5,-84,2050,158,158,158,158,8126,-123,-10,0
704,1877222,0,0,0,-10,-84,2051,158,158,158,158,8126,-123,-10,0
720,1885194,0,0,0,-5,-82,2054,158,158,158,158,8126,-124,-10,0
736,1893187,0,0,0,-8,-82,2053,158,158,158,158,8126,-125,-10,0
752,1901174,0,0,0,-2,-83,2049,158,158,158,158,8126,-126,-10,0
768,1909149,0,0,0,-3,-84,2049,158,158,158,158,8126,-127,-10,0
784,1917154,0,0,0,-7,-82,2050,158,158,158,158,8126,-127,-10,0
800,1925134,0,0,0,-3,-85,2049,158,158,158,158,8126,-128,-10,0
816,1933154,0,0,0,-6,-88,2048,158,158,158,158,8126,-129,-10,0
832,1941135,0,0,0,-7,-83,2053,158,158,158,158,8126,-130,-10,0
848,1949142,0,0,0,-8,-84,2054,158,158,158,158,8126,-131,-10,0
864,1957114,0,0,0,-5,-85,2052,158,158,158,158,8126,-131,-10,0
880,1965091,0,0,0,-6,-83,2051,158,158,158,158,8126,-132,-10,0
896,1973094,0,0,0,-6,-85,2048,158,158,158,158,8126,-133,-10,0
912,1981070,0,0,0,-5,-83,2051,158,158,158,158,8126,-133,-10,0
928,1989081,0,0,0,-5,-84,2050,158,158,158,158,8126,-134,-10,0
944,1997075,0,0,0,-7,-83,2052,158,158,158,158,8126,-135,-10,0
960,2005069,0,0,0,-5,-82,2052,158,158,158,158,8126,-135,-11,0
976,2013056,0,0,0,-2,-83,2051,158,158,158,158,8126,-136,-10,0
992,2021036,0,0,0,-4,-86,2050,158,158,158,158,8126,-136,-10,0
1008,2029036,0,0,0,-8,-83,2051,158,158,158,158,8126,-137,-10,0
1024,2037012,0,0,0,-5,-85,2051,158,158,158,158,8126,-137,-10,0
1040,2045029,0,0,0,-6,-83,2051,158,158,158,158,8126,-138,-10,0
1056,2053016,0,0,0,-6,-82,2051,158,158,158,158,8126,-139,-10,0
1072,2061007,0,0,0,-7,-83,2050,158,158,158,158,8126,-139,-11,0
1088,2068996,0,0,0,-9,-86,2051,158,158,158,158,8126,-140,-11,0
1104,2076977,0,0,0,-8,-82,2052,158,158,158,158,8126,-140,-11,0
1120,2084977,0,0,0,-5,-83,2052,158,158,158,158,8126,-141,-11,0
1136,2092957,0,0,0,-6,-82,2052,158,158,158,158,8126,-141,-11,0
1152,2100984,0,0,0,-5,-85,2052,158,158,158,158,8126,-142,-11,0
1168,2108956,0,0,0,-7,-83,2051,158,158,158,158,8126,-142,-11,0
1184,2116950,0,0,0,-8,-84,2050,158,158,158,158,8126,-142,-11,0
1200,2124936,0,0,0,-6,-85,2051,158,158,158,158,8126,-143,-11,0
1216,2132914,0,0,0,-8,-83,2050,158,158,158,158,8126,-143,-11,0
1232,2140916,0,0,0,-6,-84,2050,158,158,158,158,8126,-144,-11,0
1248,2148896,0,0,0,-3,-86,2049,158,158,158,158,8126,-144,-11,0
1264,2156917,0,0,0,-6,-82,2049,158,158,158,158,8126,-145,-11,0
1280,2164878,0,0,0,-4,-82,2051,158,158,158,158,8126,-145,-11,0
1296,2172907,0,0,0,-6,-82,2052,158,158,158,158,8126,-146,-11,0
1312,2180877,0,0,0,-6,-83,2051,158,158,158,158,8126,-146,-11,0
1328,2188856,0,0,0,-7,-83,2053,158,158,158,158,8126,-146,-11,0
1344,2196857,0,0,0,-10,-82,2050,158,158,158,158,8126,-147,-11,0
1360,2204833,0,0,0,-11,-80,2050,158,158,158,158,8126,-147,-11,0
1376,2212849,0,0,0,-5,-82,2053,158,158,158,158,8126,-147,-11,0
1392,2220817,0,0,0,-8,-80,2050,158,158,158,158,8126,-147,-11,0
1408,2228836,0,0,0,-7,-83,2051,158,158,158,158,8126,-148,-11,0
1424,2236819,0,0,0,-6,-83,2051,158,158,158,158,8126,-148,-11,0
1440,2244799,0,0,0,-5,-83,2049,158,158,158,158,8126,-148,-11,0
1456,2252798,0,0,0,-6,-84,2051,158,158,158,158,8126,-149,-11,0
1472,2260775,0,0,0,-6,-81,2052,158,158,158,158,8126,-149,-11,0
1488,2268791,0,0,0,-5,-82,2051,158,158,158,158,8126,-149,-11,0
1504,2276753,0,0,0,-7,-81,2051,158,158,158,158,8126,-149,-11,0
1520,2284770,0,0,0,-7,-80,2050,158,158,158,158,8126,-150,-12,0
1536,2292758,0,0,0,-5,-81,2050,158,158,158,158,8126,-150,-12,0
1552,2300740,0,0,0,-5,-82,2049,158,158,158,158,8126,-150,-11,0
1568,2308740,0,0,0,-5,-83,2049,158,158,158,158,8126,-150,-11,0
1584,2316719,0,0,0,-7,-83,2049,158,158,158,158,8126,-151,-11,0
1600,2324741,0,0,0,-8,-82,2050,158,158,158,158,8126,-151,-12,0
1616,2332695,0,0,0,-9,-82,2050,158,158,158,158,8126,-151,-12,0
1632,2340714,0,0,0,-8,-84,2049,158,158,158,158,8126,-151,-12,0
1648,2348699,0,0,0,-8,-81,2048,158,158,158,158,8126,-152,-12,0
1664,2356677,0,0,0,-9,-81,2051,158,158,158,158,8126,-152,-12,0
1680,2364679,0,0,0,-7,-84,2048,158,158,158,158,8126,-152,-12,0
1696,2372658,0,0,0,-7,-84,2049,158,158,158,158,8126,-152,-12,0
1712,2380677,0,0,0,-7,-84,2051,158,158,158,158,8126,-153,-12,0
1728,2388641,0,0,0,-8,-84,2048,158,158,158,158,8126,-153,-12,0
1744,2396669,0,0,0,-7,-82,2049,158,158,158,158,8126,-153,-12,0
1760,2404640,0,0,0,-7,-83,2051,158,158,158,158,8126,-153,-12,0
1776,2412618,0,0,0,-7,-85,2050,158,158,158,158,8126,-154,-12,0
1792,2420619,0,0,0,-7,-84,2049,158,158,158,158,8126,-154,-12,0
1808,2428595,0,0,0,-7,-83,2050,158,158,158,158,8126,-154,-12,0
1824,2436612,0,0,0,-7,-84,2050,158,158,158,158,8126,-154,-12,0
1840,2444579,0,0,0,-6,-84,2050,158,158,158,158,8126,-155,-12,0
1856,2452603,0,0,0,-7,-82,2050,158,158,158,158,8126,-155,-12,0
1872,2460581,0,0,0,-8,-83,2049,158,158,158,158,8126,-155,-12,0
1888,2468561,0,0,0,-7,-82,2049,158,158,158,158,8126,-155,-12,0
1904,2476560,0,0,0,-7,-82,2048,158,158,158,158,8126,-155,-12,0
1920,2484537,0,0,0,-7,-83,2049,158,158,158,158,8126,-155,-13,0
1936,2492551,0,0,0,-8,-83,2049,158,158,158,158,8126,-156,-13,0
1952,2500516,0,0,0,-8,-84,2050,158,158,158,158,8125,-156,-13,0
1968,2508532,0,0,0,-7,-81,2051,158,158,158,158,8125,-156,-13,0
1984,2516520,0,0,0,-3,-81,2049,158,158,158,158,8125,-156,-13,0
2000,2524502,0,0,0,-1,-80,2051,158,158,158,158,8125,-156,-12,0
2016,2532502,0,0,0,-3,-82,2051,158,158,158,158,8125,-156,-12,0
2032,2540482,0,0,0,-3,-83,2050,158,158,158,158,8125,-156,-12,0
2048,2548509,0,0,0,-5,-83,2053,158,158,158,158,8125,-156,-12,0
2064,2556465,0,0,0,-6,-84,2051,158,158,158,158,8125,-157,-12,0
2080,2564494,-1,0,0,-4,-85,2048,158,158,158,158,8125,-157,-12,0
2096,2572461,-1,0,0,-6,-82,2050,158,158,158,158,8125,-158,-12,0
2112,2580455,-2,1,1,-3,-83,2049,158,158,158,158,8125,-159,-13,0
2128,2588441,-1,0,0,-10,-84,2052,158,158,158,158,8125,-160,-13,0
2144,2596420,-1,0,0,-1,-82,2054,158,158,158,158,8125,-161,-13,0
2160,2604441,-1,0,0,-4,-84,2049,158,158,158,158,8125,-161,-13,0
2176,2612402,-1,0,1,-7,-84,2052,158,158,158,158,8125,-162,-13,0
2192,2620429,1,0,0,-2,-84,2052,158,158,158,158,8125,-162,-13,-1
2208,2628401,2,-1,0,-1,-83,2050,158,158,158,158,8125,-161,-13,-1
2224,2636396,1,-1,0,1,-82,2050,158,158,158,158,8125,-161,-12,0
2240,2644381,0,0,0,-1,-82,2050,158,158,158,158,8125,-160,-12,0
2256,2652357,1,-1,0,-1,-81,2049,158,158,158,158,8125,-160,-11,0
2272,2660373,1,0,0,-1,-82,2051,158,158,158,158,8125,-160,-11,-1
2288,2668341,1,-1,-1,2,-83,2051,158,158,158,158,8125,-159,-11,0
2304,2676363,1,-1,-1,0,-83,2050,158,158,158,158,8125,-158,-10,0
2320,2684342,1,0,0,-7,-84,2052,158,158,158,158,8125,-158,-9,0
2336,2692350,1,0,0,-5,-83,2051,158,158,158,158,8125,-158,-9,0
2352,2700322,1,0,0,-2,-82,2050,158,158,158,158,8125,-157,-9,0
2368,2708299,0,0,0,-4,-83,2049,158,158,158,158,8125,-157,-9,0
2384,2716316,-1,0,0,-4,-82,2050,158,158,158,158,8125,-157,-9,0
2400,2724278,-1,1,1,-1,-82,2050,158,158,158,158,8125,-158,-9,0
2416,2732297,-1,1,0,-2,-83,2050,158,158,158,158,8125,-159,-10,0
2432,2740284,-1,0,0,-3,-83,2050,158,158,158,158,8125,-159,-10,0
2448,2748281,-1,1,0,-4,-83,2049,158,158,158,158,8125,-160,-10,0
2464,2756263,-2,1,0,-3,-84,2050,158,158,158,158,8125,-161,-10,0
2480,2764244,-1,0,0,0,-84,2051,158,158,158,158,8125,-162,-10,0
2496,2772271,0,1,0,0,-82,2053,158,158,158,158,8125,-162,-11,0
2512,2780231,1,0,0,-2,-83,2053,158,158,158,158,8125,-162,-11,0
2528,2788266,-1,0,0,-1,-81,2051,158,158,158,158,8125,-162,-10,0
2544,2796233,-1,0,1,-4,-81,2050,158,158,158,158,8125,-163,-11,0
2560,2804252,0,0,1,-5,-82,2052,158,158,158,158,8125,-163,-11,0
2576,2812231,0,0,0,-5,-82,2052,158,158,158,158,8125,-163,-11,-1
2592,2820252,0,0,0,-5,-80,2051,158,158,158,158,8125,-163,-10,0
2608,2828231,0,-1,0,-5,-81,2052,158,158,158,158,8125,-163,-10,0
2624,2836223,1,0,0,-2,-82,2051,158,158,158,158,8125,-162,-10,-1
2640,2844212,1,0,0,-5,-83,2050,158,158,158,158,8125,-161,-9,-1
2656,2852194,2,0,-1,0,-83,2052,158,158,158,158,8125,-160,-9,-1
2672,2860195,1,-1,-1,-1,-83,2051,158,158,158,158,8125,-159,-9,0
2688,2868174,0,0,0,-2,-83,2051,158,158,158,158,8125,-159,-8,0
2704,2876200,0,0,1,-3,-83,2053,158,158,158,158,8125,-159,-8,0
2720,2884173,0,0,0,-2,-83,2052,158,158,158,158,8125,-159,-8,-1
2736,2892166,0,0,-1,-8,-83,2052,158,158,158,158,8125,-159,-8,0
2752,2900153,0,0,-1,-6,-83,2051,158,158,158,158,8125,-159,-8,0
2768,2908130,-1,1,1,-6,-83,2051,158,158,158,158,8125,-160,-8,0
2784,2916133,0,1,0,-3,-83,2050,158,158,158,158,8125,-160,-9,0
2800,2924112,-1,1,0,-4,-84,2051,158,158,158,158,8125,-161,-9,0
2816,2932131,-2,1,0,-5,-82,2051,158,158,158,158,8125,-161,-10,0
2832,2940095,-2,1,0,-3,-84,2049,158,158,158,158,8125,-162,-10,0
2848,2948121,-2,1,1,-3,-83,2050,158,158,158,158,8125,-163,-11,-1
2864,2956093,-1,0,0,-1,-82,2050,158,158,158,158,8125,-164,-11,-1
2880,2964070,-1,0,0,-1,-82,2051,158,158,158,158,8125,-165,-11,-1
2896,2972073,-1,0,0,-1,-82,2052,158,158,158,158,8125,-165,-11,-1
2912,2980049,0,0,0,-4,-83,2050,158,158,158,158,8125,-165,-10,-1
2928,2988065,1,0,0,-4,-84,2051,158,158,158,158,8125,-165,-10,-1
2944,2996033,1,0,0,2,-82,2052,158,158,158,158,8125,-164,-10,-1
2960,3004057,1,-1,0,-2,-83,2051,158,158,158,158,8125,-163,-9,-1
2976,3012035,0,0,0,-5,-85,2049,158,158,158,158,8125,-163,-9,-1
2992,3020017,0,0,0,-5,-83,2049,158,158,158,158,8125,-163,-9,-1
3008,3028016,0,0,0,-9,-81,2052,158,158,158,158,8125,-163,-9,-1
3024,3035991,0,0,0,-7,-84,2051,158,158,158,158,8125,-163,-10,-1
3040,3044007,0,0,0,-7,-86,2048,158,158,158,158,8125,-163,-10,-1
3056,3051970,0,0,0,-7,-82,2049,158,158,158,158,8125,-163,-10,-1
3072,3059986,0,0,0,-7,-81,2051,158,158,158,158,8125,-163,-10,-1
3088,3067974,0,0,0,-6,-85,2047,158,158,158,158,8125,-163,-10,-1
3104,3075949,0,0,0,-7,-85,2049,158,158,158,158,8125,-163,-10,-1
3120,3083955,0,0,0,-7,-84,2051,158,158,158,158,8125,-164,-10,-1
3136,3091931,0,0,0,-6,-85,2048,158,158,158,158,8125,-164,-10,-1
3152,3099945,0,0,0,-6,-83,2051,158,158,158,158,8125,-164,-10,-1
3168,3107911,0,0,0,-7,-83,2051,158,158,158,158,8125,-164,-10,-1
3184,3115928,0,0,0,-7,-84,2049,158,158,158,158,8125,-164,-10,-1
3200,3123915,0,0,0,-7,-82,2050,158,158,158,158,8125,-164,-11,-1
3216,3131893,0,0,0,-7,-81,2051,158,158,158,158,8125,-164,-11,-1
3232,3139895,0,0,0,-6,-83,2048,158,158,158,158,8125,-164,-11,-1
3248,3147874,0,0,0,-7,-83,2050,158,158,158,158,8125,-164,-11,-1
3264,3155893,0,0,0,-7,-84,2049,158,158,158,158,8125,-164,-11,-1
3280,3163859,0,0,0,-8,-83,2049,158,158,158,158,8125,-164,-11,-1
3296,3171888,0,0,0,-7,-82,2050,158,158,158,158,8125,-164,-11,-1
3312,3179856,0,0,0,-7,-83,2049,158,158,158,158,8125,-164,-11,-1
3328,3187835,0,0,0,-7,-82,2048,158,158,158,158,8125,-164,-11,-1
3344,3195836,0,0,0,-7,-82,2049,158,158,158,158,8125,-164,-11,-1
3360,3203811,0,0,0,-7,-81,2049,158,158,158,158,8125,-164,-11,-1
3376,3211828,0,0,0,-7,-82,2049,158,158,158,158,8125,-164,-11,-1
3392,3219795,0,0,0,-8,-82,2049,158,158,158,158,8125,-164,-11,-1
3408,3227820,0,0,0,-7,-82,2048,158,158,158,158,8125,-164,-11,-1
3424,3235797,0,0,0,-7,-83,2049,158,158,158,158,8125,-164,-12,-1
3440,3243780,0,0,0,-7,-83,2049,158,158,158,158,8125,-164,-12,-1
3456,3251776,0,0,0,-7,-83,2049,158,158,158,158,8125,-164,-12,-1
3472,3259755,0,0,0,-6,-83,2051,158,158,158,158,8125,-164,-12,-1
3488,3267777,0,0,0,-7,-82,2050,158,158,158,158,8125,-164,-12,-1
3504,3275733,0,0,0,-7,-83,2050,158,158,158,158,8125,-164,-12,-1
3520,3283751,0,0,0,-7,-83,2049,158,158,158,158,8125,-164,-12,-1
3536,3291737,0,0,0,-7,-82,2050,158,158,158,158,8125,-164,-12,-1
3552,3299718,0,0,0,-8,-83,2050,158,158,158,158,8125,-164,-12,-1
3568,3307718,0,0,0,-8,-83,2048,158,158,158,158,8125,-164,-12,-1
3584,3315698,0,0,0,-7,-83,2049,158,158,158,158,8125,-164,-12,-1
3600,3323725,0,0,0,-7,-83,2050,158,158,158,158,8125,-164,-12,-1
3616,3331674,0,0,0,-7,-83,2050,158,158,158,158,8125,-164,-12,-1
3632,3339691,0,0,0,-8,-83,2050,158,158,158,158,8125,-164,-12,-1
3648,3347677,0,0,0,-8,-82,2050,158,158,158,158,8125,-164,-12,-1
3664,3355674,0,0,0,-8,-81,2049,158,158,158,158,8125,-164,-12,-1
3680,3363658,0,0,0,-7,-82,2049,158,158,158,158,8125,-164,-12,-1
3696,3371637,0,0,0,-7,-82,2050,158,158,158,158,8125,-164,-12,-1
3712,3379659,0,0,0,-7,-83,2050,158,158,158,158,8125,-164,-13,-1
3728,3387619,0,0,0,-7,-83,2050,158,158,158,158,8125,-164,-13,-1
3744,3395646,0,0,0,-7,-83,2050,158,158,158,158,8125,-164,-13,-1
3760,3403618,0,0,0,-6,-83,2049,158,158,158,158,8125,-164,-13,-1
3776,3411619,0,0,0,-6,-83,2049,158,158,158,158,8125,-164,-13,-1
3792,3419598,0,0,0,-7,-84,2050,158,158,158,158,8125,-164,-13,-1
3808,3427574,0,0,0,-7,-84,2050,158,158,158,158,8125,-164,-13,-1
3824,3435590,0,0,0,-6,-84,2050,158,158,158,158,8125,-165,-13,-1
3840,3443558,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-13,-1
3856,3451579,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-13,-1
3872,3459560,0,0,0,-8,-84,2049,158,158,158,158,8125,-165,-13,-1
3888,3467569,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-13,-1
3904,3475539,0,0,0,-9,-83,2050,158,158,158,158,8125,-165,-13,-1
3920,3483516,0,0,0,-8,-83,2050,158,158,158,158,8125,-165,-13,-1
3936,3491532,0,0,0,-8,-83,2051,158,158,158,158,8125,-165,-13,-1
3952,3499495,0,0,0,-8,-83,2050,158,158,158,158,8125,-165,-13,-1
3968,3507513,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-13,-1
3984,3515499,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-13,-1
4000,3523498,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-13,-1
4016,3531480,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-14,-1
4032,3539461,0,0,0,-8,-83,2050,158,158,158,158,8125,-165,-14,-1
4048,3547488,0,0,0,-8,-82,2050,158,158,158,158,8125,-165,-14,-1
4064,3555436,0,0,0,-7,-82,2050,158,158,158,158,8125,-165,-14,-1
4080,3563451,0,0,0,-6,-83,2050,158,158,158,158,8125,-165,-14,-1
4096,3571440,0,0,0,-6,-83,2050,158,158,158,158,8125,-165,-14,-1
4112,3579433,0,0,0,-7,-82,2049,158,158,158,158,8125,-165,-14,-1
4128,3587420,0,0,0,-6,-82,2049,158,158,158,158,8125,-165,-14,-1
4144,3595399,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-14,-1
4160,3603421,0,0,0,-8,-83,2048,158,158,158,158,8125,-165,-14,-1
4176,3611381,0,0,0,-8,-83,2050,158,158,158,158,8125,-165,-14,-1
4192,3619409,0,0,0,-8,-83,2050,158,158,158,158,8125,-165,-14,-1
4208,3627380,0,0,0,-7,-84,2049,158,158,158,158,8125,-165,-14,-1
4224,3635374,0,0,0,-6,-84,2050,158,158,158,158,8125,-165,-14,-1
4240,3643361,0,0,0,-7,-84,2050,158,158,158,158,8125,-165,-14,-1
4256,3651337,0,0,0,-8,-83,2050,158,158,158,158,8125,-165,-14,-1
4272,3659353,0,0,0,-6,-83,2050,158,158,158,158,8125,-165,-14,-1
4288,3667321,0,0,0,-6,-82,2049,158,158,158,158,8125,-165,-14,-1
4304,3675339,0,0,0,-7,-82,2050,158,158,158,158,8125,-165,-14,-1
4320,3683322,0,0,0,-7,-81,2049,158,158,158,158,8125,-165,-14,-1
4336,3691329,0,0,0,-8,-82,2050,158,158,158,158,8125,-165,-14,-1
4352,3699302,0,0,0,-8,-83,2051,158,158,158,158,8125,-165,-14,-1
4368,3707278,0,0,0,-7,-82,2050,158,158,158,158,8125,-165,-14,-1
4384,3715281,0,0,0,-7,-82,2049,158,158,158,158,8125,-165,-14,-1
4400,3723257,0,0,0,-7,-82,2049,158,158,158,158,8125,-165,-14,-1
4416,3731274,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-14,-1
4432,3739264,0,0,0,-8,-82,2050,158,158,158,158,8125,-165,-14,-1
4448,3747260,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-14,-1
4464,3755243,0,0,0,-8,-84,2050,158,158,158,158,8125,-165,-14,-1
4480,3763223,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-14,-1
4496,3771222,0,0,0,-8,-84,2049,158,158,158,158,8125,-165,-14,-1
4512,3779199,0,0,0,-8,-85,2049,158,158,158,158,8125,-165,-14,-1
4528,3787215,0,0,0,-8,-84,2048,158,158,158,158,8125,-165,-14,-1
4544,3795202,0,0,0,-8,-84,2048,158,158,158,158,8125,-165,-14,-1
4560,3803191,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-14,-1
4576,3811183,0,0,0,-7,-82,2048,158,158,158,158,8125,-165,-15,-1
4592,3819162,0,0,0,-8,-83,2050,158,158,158,158,8125,-165,-15,-1
4608,3827163,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-15,-1
4624,3835145,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-15,-1
4640,3843171,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-15,-1
4656,3851143,0,0,0,-8,-83,2048,158,158,158,158,8125,-165,-15,-1
4672,3859134,0,0,0,-7,-83,2048,158,158,158,158,8125,-165,-15,-1
4688,3867123,0,0,0,-9,-82,2049,158,158,158,158,8125,-165,-15,-1
4704,3875099,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-15,-1
4720,3883104,0,0,0,-8,-83,2050,158,158,158,158,8125,-165,-15,-1
4736,3891083,0,0,0,-7,-82,2050,158,158,158,158,8125,-165,-15,-1
4752,3899105,0,0,0,-6,-83,2050,158,158,158,158,8125,-165,-15,-1
4768,3907085,0,0,0,-6,-83,2050,158,158,158,158,8125,-165,-15,-1
4784,3915092,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-15,-1
4800,3923064,0,0,0,-7,-83,2050,158,158,158,158,8125,-165,-15,-1
4816,3931043,0,0,0,-6,-83,2050,158,158,158,158,8125,-165,-15,-1
4832,3939044,0,0,0,-6,-81,2050,158,158,158,158,8125,-165,-15,-1
4848,3947020,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-15,-1
4864,3955036,0,0,0,-8,-83,2050,158,158,158,158,8125,-165,-15,-1
4880,3963024,0,0,0,-7,-82,2050,158,158,158,158,8125,-165,-15,-1
4896,3971018,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-15,-1
4912,3979006,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-15,-1
4928,3986986,0,0,0,-8,-83,2049,158,158,158,158,8125,-165,-15,-1
4944,3994985,0,0,0,-7,-82,2048,158,158,158,158,8125,-165,-15,-1
4960,4002962,0,0,0,-6,-82,2049,158,158,158,158,8125,-165,-15,-1
4976,4010978,0,0,0,-6,-83,2048,158,158,158,158,8125,-165,-15,-1
4992,4018965,0,0,0,-5,-82,2050,158,158,158,158,8125,-165,-15,-1
5008,4026957,0,0,0,-6,-81,2050,158,158,158,158,8125,-165,-14,-1
5024,4034945,0,0,0,-7,-82,2049,158,158,158,158,8125,-165,-14,-1
5040,4042924,0,0,0,-7,-82,2048,158,158,158,158,8125,-165,-14,-1
5056,4050926,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-14,-1
5072,4058907,0,0,0,-7,-84,2050,158,158,158,158,8125,-165,-14,-1
5088,4066933,0,0,0,-6,-84,2050,158,158,158,158,8125,-165,-14,-1
5104,4074906,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-14,-1
5120,4082899,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-14,-1
5136,4090886,0,0,0,-8,-82,2050,158,158,158,158,8125,-165,-14,-1
5152,4098864,0,0,0,-8,-82,2049,158,158,158,158,8125,-165,-14,-1
5168,4106867,0,0,0,-7,-82,2049,158,158,158,158,8125,-165,-15,-1
5184,4114845,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-15,-1
5200,4122864,0,0,0,-7,-83,2050,158,158,158,158,8125,-165,-15,-1
5216,4130827,0,0,0,-7,-83,2050,158,158,158,158,8125,-165,-15,-1
5232,4138855,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-15,-1
5248,4146828,0,0,0,-6,-82,2049,158,158,158,158,8125,-165,-15,-1
5264,4154806,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-15,-1
5280,4162807,0,0,0,-7,-83,2050,158,158,158,158,8125,-165,-15,-1
5296,4170782,0,0,0,-7,-82,2050,158,158,158,158,8125,-165,-15,-1
5312,4178799,0,0,0,-7,-83,2050,158,158,158,158,8125,-165,-15,-1
5328,4186766,0,0,0,-7,-83,2049,158,158,158,158,8125,-165,-15,-1
5344,4194791,0,0,0,-7,-83,2048,158,158,158,158,8125,-165,-15,-1
