time,accSmooth[0],accSmooth[1],accSmooth[2],gyroADC[0],gyroADC[1],gyroADC[2]
0.33,8.23648767,3.018838073,-4.660515668,88.64331602,-33.05522887,191.8679734
0.331,8.229456909,3.003459474,-4.679108726,88.73215809,-30.44666355,192.3191144
0.332,8.222434345,2.988033005,-4.69759089,88.81089089,-27.83314857,192.7396039
0.333,8.21542054,2.972559119,-4.715962047,88.8794354,-25.21510911,193.1294444
0.334,8.208416055,2.957038266,-4.73422209,88.93771448,-22.59296953,193.4886435
0.335,8.20142145,2.941470897,-4.752370914,88.98565286,-19.96715322,193.8172139
0.336,8.19443728,2.925857458,-4.770408421,89.02317713,-17.33808264,194.1151729
0.337,8.187464099,2.910198395,-4.788334517,89.05021585,-14.70617916,194.3825432
0.338,8.18050246,2.894494152,-4.806149109,89.06669948,-12.07186308,194.619352
0.339,8.173552911,2.87874517,-4.823852113,89.07256043,-9.435553488,194.8256313
0.34,8.166616001,2.86295189,-4.841443447,89.0677331,-6.797668254,195.0014182
0.341,8.159692273,2.847114748,-4.858923031,89.05215386,-4.15862395,195.1467543
0.342,8.15278227,2.831234181,-4.876290793,89.0257611,-1.51883579,195.2616857
0.343,8.145886531,2.815310623,-4.893546662,88.98849523,1.121282427,195.3462636
0.344,8.139005594,2.799344504,-4.910690573,88.94029869,3.761318374,195.4005432
0.345,8.132139994,2.783336255,-4.927722463,88.88111597,6.40086125,195.4245846
0.346,8.125290263,2.767286303,-4.944642274,88.81089365,9.039501842,195.4184523
0.347,8.118456929,2.751195073,-4.961449952,88.72958036,11.67683257,195.3822152
0.348,8.111640521,2.735062989,-4.978145446,88.63712685,14.31244756,195.3159465
0.349,8.104841562,2.718890472,-4.994728709,88.53348596,16.94594265,195.2197238
0.35,8.098060574,2.702677941,-5.011199697,88.41861266,19.57691552,195.093629
0.351,8.091298076,2.686425812,-5.027558371,88.29246404,22.20496564,194.9377481
0.352,8.084554583,2.6701345,-5.043804693,88.15499935,24.82969442,194.7521713
0.353,8.07783061,2.653804418,-5.059938632,88.00617997,27.4507052,194.536993
0.354,8.071126666,2.637435975,-5.075960158,87.84596946,30.06760329,194.2923115
0.355,8.064443258,2.621029579,-5.091869244,87.67433354,32.67999606,194.0182292
0.356,8.057780893,2.604585637,-5.107665867,87.4912401,35.28749294,193.7148525
0.357,8.051140072,2.588104551,-5.123350008,87.29665924,37.8897055,193.3822915
0.358,8.044521294,2.571586724,-5.138921651,87.09056324,40.48624748,193.0206604
0.359,8.037925054,2.555032552,-5.154380781,86.87292658,43.07673481,192.630077
0.36,8.031351847,2.538442434,-5.169727388,86.64372596,45.66078569,192.210663
0.361,8.024802162,2.521816764,-5.184961465,86.40294027,48.23802061,191.7625435
0.362,8.018276486,2.505155932,-5.200083008,86.15055065,50.80806236,191.2858477
0.363,8.011775304,2.48846033,-5.215092014,85.88654043,53.37053614,190.7807079
0.364,8.005299096,2.471730345,-5.229988486,85.61089518,55.92506954,190.2472602
0.365,7.998848342,2.454966361,-5.244772427,85.3236027,58.47129257,189.6856441
0.366,7.992423514,2.438168761,-5.259443844,85.02465302,61.00883775,189.0960025
0.367,7.986025087,2.421337925,-5.274002747,84.71403842,63.53734009,188.4784818
0.368,7.979653527,2.404474232,-5.288449147,84.39175338,66.05643715,187.8332315
0.369,7.973309302,2.387578056,-5.302783059,84.05779466,68.56576906,187.1604045
0.37,7.966992872,2.370649772,-5.317004501,83.71216122,71.06497858,186.4601569
0.371,7.960704699,2.35368975,-5.331113491,83.35485428,73.5537111,185.7326479
0.372,7.954445237,2.336698358,-5.345110052,82.98587729,76.03161465,184.97804
0.373,7.948214939,2.319675963,-5.358994208,82.60523594,78.49834001,184.1964985
0.374,7.942014256,2.302622929,-5.372765986,82.21293815,80.95354065,183.3881918
0.375,7.935843633,2.285539616,-5.386425414,81.80899408,83.3968728,182.5532912
0.376,7.929703514,2.268426384,-5.399972524,81.39341611,85.82799549,181.6919712
0.377,7.923594339,2.25128359,-5.413407349,80.96621885,88.24657052,180.8044087
0.378,7.917516544,2.234111587,-5.426729923,80.52741913,90.65226255,179.8907837
0.379,7.911470563,2.216910728,-5.439940284,80.07703602,93.0447391,178.9512788
0.38,7.905456825,2.199681361,-5.453038472,79.61509078,95.42367053,177.9860795
0.381,7.899475757,2.182423835,-5.466024528,79.14160689,97.78873015,176.9953737
0.382,7.893527783,2.165138493,-5.478898493,78.65661003,100.1395941,175.979352
0.383,7.887613323,2.147825678,-5.491660414,78.16012808,102.4759417,174.9382078
0.384,7.881732792,2.130485731,-5.504310337,77.65219111,104.7974549,173.8721365
0.385,7.875886605,2.113118988,-5.516848309,77.13283139,107.1038188,172.7813364
0.386,7.870075172,2.095725785,-5.529274382,76.60208334,109.3947216,171.666008
0.387,7.864298897,2.078306454,-5.541588606,76.05998357,111.6698543,170.5263542
0.388,7.858558186,2.060861327,-5.553791035,75.50657084,113.9289111,169.3625803
0.389,7.852853437,2.043390731,-5.565881722,74.94188607,116.1715893,168.1748936
0.39,7.847185046,2.025894993,-5.577860725,74.36597233,118.397589,166.963504
0.391,7.841553407,2.008374435,-5.589728101,73.7788748,120.6066137,165.7286233
0.392,7.835958909,1.990829378,-5.601483908,73.1806408,122.7983698,164.4704656
0.393,7.830401936,1.973260142,-5.613128207,72.57131977,124.9725669,163.1892468
0.394,7.824882873,1.955667043,-5.624661059,71.95096323,127.1289176,161.8851853
0.395,7.819402098,1.938050396,-5.636082527,71.31962481,129.2671379,160.558501
0.396,7.813959986,1.920410511,-5.647392673,70.67736021,131.3869466,159.2094162
0.397,7.808556909,1.902747698,-5.658591565,70.0242272,133.488066,157.8381548
0.398,7.803193236,1.885062265,-5.669679266,69.36028561,135.5702214,156.4449428
0.399,7.797869332,1.867354517,-5.680655845,68.68559731,137.6331412,155.0300077
0.4,7.792585558,1.849624756,-5.691521369,68.00022618,139.6765572,153.5935791
0.401,7.787342272,1.831873283,-5.702275907,67.30423815,141.7002043,152.1358882
0.402,7.782139828,1.814100396,-5.712919529,66.59770112,143.7038205,150.6571679
0.403,7.776978578,1.79630639,-5.723452305,65.88068499,145.6871473,149.1576529
0.404,7.77185887,1.77849156,-5.733874307,65.15326163,147.6499292,147.6375794
0.405,7.766781045,1.760656198,-5.744185607,64.41550487,149.5919139,146.0971852
0.406,7.761745446,1.742800591,-5.754386278,63.66749049,151.5128526,144.5367095
0.407,7.756752409,1.724925028,-5.764476393,62.90929616,153.4124994,142.9563934
0.408,7.751802267,1.707029793,-5.774456027,62.14100152,155.290612,141.3564791
0.409,7.74689535,1.689115169,-5.784325255,61.36268804,157.1469511,139.7372103
0.41,7.742031984,1.671181436,-5.79408415,60.57443911,158.9812808,138.0988322
0.411,7.737212491,1.653228873,-5.80373279,59.77633997,160.7933684,136.4415914
0.412,7.732437191,1.635257757,-5.81327125,58.96847769,162.5829846,134.7657357
0.413,7.727706399,1.61726836,-5.822699608,58.15094118,164.3499031,133.0715143
0.414,7.723020427,1.599260957,-5.832017939,57.32382115,166.0939013,131.3591774
0.415,7.718379582,1.581235815,-5.841226321,56.4872101,167.8147594,129.6289768
0.416,7.713784171,1.563193204,-5.850324832,55.6412023,169.5122612,127.8811652
0.417,7.709234494,1.545133389,-5.859313549,54.78589378,171.1861938,126.1159965
0.418,7.704730849,1.527056634,-5.868192551,53.92138229,172.8363475,124.333726
0.419,7.700273529,1.5089632,-5.876961916,53.0477673,174.4625158,122.5346096
0.42,7.695862826,1.490853349,-5.885621722,52.16514996,176.0644956,120.7189047
0.421,7.691499025,1.472727336,-5.894172046,51.27363312,177.6420871,118.8868696
0.422,7.687182411,1.454585419,-5.902612969,50.37332127,179.1950938,117.0387634
0.423,7.682913263,1.43642785,-5.910944568,49.46432053,180.7233225,115.1748464
0.424,7.678691857,1.418254883,-5.919166921,48.54673863,182.2265831,113.2953798
0.425,7.674518466,1.400066766,-5.927280107,47.6206849,183.7046892,111.4006257
0.426,7.670393359,1.381863749,-5.935284204,46.68627025,185.1574573,109.490847
0.427,7.6663168,1.363646076,-5.943179291,45.74360711,186.5847073,107.5663075
0.428,7.662289052,1.345413994,-5.950965445,44.79280947,187.9862625,105.6272719
0.429,7.658310373,1.327167743,-5.958642743,43.8339928,189.3619495,103.6740056
0.43,7.654381018,1.308907565,-5.966211264,42.86727408,190.7115981,101.7067749
0.431,7.650501237,1.290633699,-5.973671085,41.89277173,192.0350413,99.72584665
0.432,7.646671279,1.272346381,-5.981022282,40.91060562,193.3321155,97.73148868
0.433,7.642891386,1.254045848,-5.988264932,39.92089703,194.6026606,95.72396933
0.434,7.639161799,1.235732332,-5.995399111,38.92376865,195.8465193,93.70355767
0.435,7.635482756,1.217406066,-6.002424896,37.91934452,197.0635379,91.67052344
0.436,7.631854488,1.199067279,-6.009342361,36.90775005,198.253566,89.62513697
0.437,7.628277226,1.180716201,-6.016151581,35.88911195,199.4164564,87.56766924
0.438,7.624751195,1.162353057,-6.022852631,34.86355825,200.5520652,85.49839178
0.439,7.621276618,1.143978073,-6.029445585,33.83121826,201.6602516,83.4175767
0.44,7.617853714,1.125591473,-6.035930516,32.79222253,202.7408783,81.32549664
0.441,7.614482697,1.107193478,-6.042307496,31.74670284,203.7938112,79.22242475
0.442,7.61116378,1.08878431,-6.048576598,30.69479219,204.8189194,77.10863472
0.443,7.607897171,1.070364185,-6.054737893,29.63662475,205.8160753,74.98440066
0.444,7.604683073,1.051933323,-6.060791453,28.57233585,206.7851546,72.84999718
0.445,7.601521689,1.033491938,-6.066737346,27.50206194,207.7260361,70.70569932
0.446,7.598413214,1.015040246,-6.072575643,26.4259406,208.638602,68.55178253
0.447,7.595357844,0.996578458,-6.078306411,25.34411048,209.5227377,66.38852267
0.448,7.592355768,0.978106786,-6.08392972,24.25671128,210.3783319,64.21619598
0.449,7.589407173,0.959625441,-6.089445636,23.16388374,211.2052764,62.03507908
0.45,7.586512241,0.94113463,-6.094854224,22.06576962,212.0034663,59.84544891
0.451,7.583671154,0.922634561,-6.100155551,20.96251162,212.7728,57.64758278
0.452,7.580884085,0.904125439,-6.105349681,19.85425345,213.513179,55.44175828
0.453,7.578151208,0.88560747,-6.110436678,18.7411397,214.2245082,53.22825332
0.454,7.575472692,0.867080856,-6.115416603,17.6233159,214.9066955,51.00734609
0.455,7.572848702,0.8485458,-6.120289519,16.50092845,215.5596521,48.77931504
0.456,7.5702794,0.830002502,-6.125055487,15.37412458,216.1832926,46.54443889
0.457,7.567764943,0.811451161,-6.129714565,14.24305238,216.7775344,44.30299658
0.458,7.565305487,0.792891976,-6.134266813,13.10786072,217.3422986,42.05526729
0.459,7.562901182,0.774325145,-6.138712289,11.96869924,217.8775091,39.80153039
0.46,7.560552176,0.755750862,-6.143051049,10.82571834,218.3830932,37.54206547
0.461,7.558258613,0.737169323,-6.147283148,9.679069133,218.8589814,35.27715229
0.462,7.556020634,0.718580722,-6.151408641,8.52890343,219.3051072,33.00707077
0.463,7.553838375,0.699985251,-6.155427582,7.375373709,219.7214074,30.73210101
0.464,7.551711969,0.681383101,-6.159340022,6.218633088,220.1078222,28.45252323
0.465,7.549641547,0.662774464,-6.163146012,5.058835299,220.4642945,26.1686178
0.466,7.547627235,0.64415953,-6.166845603,3.896134663,220.7907709,23.88066519
0.467,7.545669155,0.625538486,-6.170438842,2.730686059,221.0872009,21.588946
0.468,7.543767427,0.60691152,-6.173925778,1.562644903,221.353537,19.29374091
0.469,7.541922166,0.58827882,-6.177306456,0.392167114,221.5897353,16.99533069
0.47,7.540133485,0.56964057,-6.180580922,-0.780590907,221.7957546,14.69399619
0.471,7.538401492,0.550996957,-6.18374922,-1.955472309,221.9715572,12.3900183
0.472,7.536726293,0.532348164,-6.186811391,-3.132319813,222.1171085,10.083678
0.473,7.535107988,0.513694375,-6.189767477,-4.310975745,222.2323769,7.775256275
0.474,7.533546676,0.495035772,-6.192617518,-5.491282059,222.317334,5.465034158
0.475,7.532042452,0.476372537,-6.195361552,-6.673080365,222.3719547,3.153292701
0.476,7.530595406,0.457704851,-6.197999617,-7.856211958,222.3962169,0.840312967
0.477,7.529205626,0.439032895,-6.200531749,-9.040517844,222.3901016,-1.473623981
0.478,7.527873196,0.420356848,-6.202957982,-10.22583877,222.3535931,-3.788237087
0.479,7.526598196,0.40167689,-6.205278349,-11.41201524,222.2866788,-6.103245315
0.48,7.525380704,0.382993198,-6.207492883,-12.59888757,222.189349,-8.418367654
0.481,7.524220792,0.364305951,-6.209601614,-13.78629587,222.0615975,-10.73332313
0.482,7.523118532,0.345615326,-6.21160457,-14.97408014,221.9034209,-13.04783082
0.483,7.522073988,0.3269215,-6.21350178,-16.1620802,221.7148192,-15.36160985
0.484,7.521087225,0.308224649,-6.21529327,-17.35013582,221.4957954,-17.6743794
0.485,7.520158301,0.289524948,-6.216979065,-18.53808669,221.2463555,-19.98585875
0.486,7.519287272,0.270822574,-6.218559188,-19.72577245,220.9665089,-22.29576724
0.487,7.518474192,0.2521177,-6.220033661,-20.91303272,220.6562679,-24.6038243
0.488,7.517719107,0.233410502,-6.221402505,-22.09970716,220.3156481,-26.90974947
0.489,7.517022065,0.214701153,-6.222665739,-23.28563545,219.9446679,-29.21326239
0.49,7.516383107,0.195989827,-6.223823381,-24.47065733,219.5433491,-31.51408282
0.491,7.515802272,0.177276698,-6.224875446,-25.65461267,219.1117167,-33.81193064
0.492,7.515279593,0.158561938,-6.225821951,-26.83734144,218.6497985,-36.10652586
0.493,7.514815103,0.139845721,-6.226662907,-28.01868375,218.1576256,-38.39758864
0.494,7.51440883,0.121128219,-6.227398326,-29.19847993,217.6352322,-40.68483929
0.495,7.514060797,0.102409605,-6.22802822,-30.37657047,217.0826555,-42.96799827
0.496,7.513771026,0.083690051,-6.228552597,-31.55279612,216.4999361,-45.24678622
0.497,7.513539534,0.064969728,-6.228971464,-32.72699789,215.8871174,-47.52092395
0.498,7.513366335,0.046248809,-6.229284828,-33.89901707,215.244246,-49.79013245
0.499,7.51325144,0.027527466,-6.229492692,-35.06869528,214.5713718,-52.05413291
0.5,7.513194855,0.008805871,-6.22959506,-36.23587445,213.8685474,-54.31264671
0.501,7.513196584,-0.009915806,-6.229591932,-37.40039693,213.1358289,-56.56539546
0.502,7.513256626,-0.028637391,-6.22948331,-38.56210542,212.3732755,-58.81210097
0.503,7.513374978,-0.047358714,-6.229269192,-39.72084308,211.5809491,-61.05248531
0.504,7.513551633,-0.066079602,-6.228949573,-40.8764535,210.7589152,-63.28627074
0.505,7.51378658,-0.084799884,-6.228524451,-42.02878077,209.9072421,-65.51317981
0.506,7.514079806,-0.103519388,-6.227993819,-43.17766945,209.0260014,-67.7329353
0.507,7.514431292,-0.122237941,-6.227357669,-44.32296468,208.1152676,-69.94526028
0.508,7.514841018,-0.140955371,-6.226615993,-45.46451212,207.1751186,-72.14987807
0.509,7.515308958,-0.159671507,-6.225768779,-46.60215804,206.2056351,-74.34651229
0.51,7.515835086,-0.178386174,-6.224816017,-47.73574933,205.2069012,-76.53488686
0.511,7.516419368,-0.197099201,-6.223757693,-48.86513348,204.1790039,-78.71472599
0.512,7.517061771,-0.215810415,-6.222593792,-49.9901587,203.1220334,-80.88575421
0.513,7.517762255,-0.234519641,-6.221324297,-51.11067387,202.036083,-83.0476964
0.514,7.518520779,-0.253226706,-6.219949191,-52.22652857,200.9212492,-85.20027773
0.515,7.519337297,-0.271931437,-6.218468455,-53.33757316,199.7776315,-87.34322376
0.516,7.520211759,-0.290633658,-6.216882068,-54.44365875,198.6053325,-89.4762604
0.517,7.521144114,-0.309333194,-6.215190007,-55.54463728,197.4044582,-91.5991139
0.518,7.522134305,-0.328029871,-6.21339225,-56.64036148,196.1751174,-93.71151094
0.519,7.523182272,-0.346723512,-6.211488772,-57.73068494,194.9174222,-95.81317854
0.52,7.524287952,-0.365413942,-6.209479545,-58.81546215,193.6314877,-97.90384418
0.521,7.525451279,-0.384100983,-6.207364543,-59.89454849,192.3174323,-99.98323571
0.522,7.526672183,-0.402784458,-6.205143735,-60.96780025,190.9753773,-102.0510814
0.523,7.52795059,-0.42146419,-6.202817092,-62.03507472,189.6054474,-104.1071101
0.524,7.529286422,-0.440139999,-6.200384582,-63.09623012,188.2077702,-106.1510509
0.525,7.530679599,-0.458811707,-6.197846171,-64.15112572,186.7824767,-108.1826336
0.526,7.532130038,-0.477479134,-6.195201824,-65.1996218,185.3297007,-110.2015881
0.527,7.533637649,-0.496142099,-6.192451506,-66.24157969,183.8495794,-112.2076453
0.528,7.535202343,-0.514800422,-6.189595179,-67.27686182,182.342253,-114.2005363
0.529,7.536824023,-0.53345392,-6.186632805,-68.30533173,180.8078651,-116.1799927
0.53,7.538502593,-0.552102411,-6.183564343,-69.32685408,179.246562,-118.1457468
0.531,7.540237949,-0.570745712,-6.180389753,-70.34129468,177.6584935,-120.0975314
0.532,7.542029988,-0.589383637,-6.177108991,-71.34852054,176.0438125,-122.0350798
0.533,7.5438786,-0.608016003,-6.173722015,-72.34839986,174.402675,-123.958126
0.534,7.545783672,-0.626642623,-6.170228778,-73.3408021,172.7352401,-125.8664044
0.535,7.547745089,-0.64526331,-6.166629234,-74.32559793,171.0416701,-127.7596504
0.536,7.549762731,-0.663877876,-6.162923337,-75.30265935,169.3221305,-129.6375996
0.537,7.551836476,-0.682486134,-6.159111037,-76.27185961,167.5767899,-131.4999886
0.538,7.553966196,-0.701087893,-6.155192285,-77.23307333,165.8058201,-133.3465545
0.539,7.556151762,-0.719682962,-6.151167029,-78.18617646,164.0093961,-135.1770351
0.54,7.558393041,-0.73827115,-6.147035217,-79.13104633,162.187696,-136.991169
0.541,7.560689895,-0.756852264,-6.142796795,-80.06756166,160.3409011,-138.7886954
0.542,7.563042183,-0.77542611,-6.13845171,-80.9956026,158.4691957,-140.5693543
0.543,7.565449762,-0.793992494,-6.133999906,-81.91505074,156.5727677,-142.3328866
0.544,7.567912483,-0.812551219,-6.129441326,-82.82578913,154.6518076,-144.0790338
0.545,7.570430196,-0.831102089,-6.124775912,-83.72770231,152.7065096,-145.8075383
0.546,7.573002745,-0.849644904,-6.120003606,-84.62067635,150.7370707,-147.5181433
0.547,7.575629972,-0.868179465,-6.115124347,-85.50459883,148.7436913,-149.2105929
0.548,7.578311716,-0.886705572,-6.110138076,-86.37935889,146.7265749,-150.884632
0.549,7.58104781,-0.905223022,-6.10504473,-87.24484726,144.6859281,-152.5400066
0.55,7.583838086,-0.923731613,-6.099844246,-88.10095625,142.6219607,-154.1764634
0.551,7.586682371,-0.942231139,-6.094536562,-88.9475798,140.5348859,-155.79375
0.552,7.589580489,-0.960721394,-6.089121612,-89.7846135,138.4249198,-157.3916152
0.553,7.59253226,-0.979202172,-6.083599331,-90.61195459,136.2922817,-158.9698087
0.554,7.595537501,-0.997673264,-6.077969654,-91.42950199,134.1371943,-160.5280811
0.555,7.598596025,-1.016134459,-6.072232512,-92.23715634,131.9598834,-162.0661843
0.556,7.601707641,-1.034585547,-6.066387838,-93.03482,129.7605777,-163.583871
0.557,7.604872157,-1.053026313,-6.060435563,-93.82239705,127.5395095,-165.0808951
0.558,7.608089373,-1.071456545,-6.054375619,-94.59979338,125.296914,-166.5570117
0.559,7.61135909,-1.089876026,-6.048207934,-95.36691661,123.0330296,-168.011977
0.56,7.614681101,-1.108284538,-6.041932438,-96.12367621,120.7480981,-169.4455483
0.561,7.6180552,-1.126681864,-6.03554906,-96.86998345,118.4423641,-170.8574843
0.562,7.621481174,-1.145067781,-6.029057727,-97.60575143,116.1160757,-172.2475447
0.563,7.624958807,-1.163442069,-6.022458367,-98.33089514,113.7694841,-173.6154906
0.564,7.628487881,-1.181804504,-6.015750906,-99.04533142,111.4028436,-174.9610844
0.565,7.632068174,-1.20015486,-6.00893527,-99.74897903,109.0164116,-176.2840899
0.566,7.635699458,-1.218492911,-6.002011386,-100.4417586,106.6104488,-177.5842721
0.567,7.639381505,-1.236818428,-5.994979177,-101.1235928,104.1852191,-178.8613974
0.568,7.643114081,-1.255131181,-5.987838569,-101.7944061,101.7409894,-180.1152338
0.569,7.646896948,-1.273430937,-5.980589485,-102.454125,99.27802983,-181.3455506
0.57,7.650729868,-1.291717464,-5.97323185,-103.102678,96.7966137,-182.5521186
0.571,7.654612594,-1.309990525,-5.965765588,-103.7399956,94.29701743,-183.7347102
0.572,7.658544881,-1.328249884,-5.95819062,-104.3660103,91.7795206,-184.8930993
0.573,7.662526476,-1.346495301,-5.95050687,-104.9806567,89.24440592,-186.0270613
0.574,7.666557125,-1.364726536,-5.94271426,-105.5838712,86.69195923,-187.1363736
0.575,7.670636569,-1.382943347,-5.934812713,-106.1755927,84.12246951,-188.2208147
0.576,7.674764547,-1.401145488,-5.92680215,-106.7557616,81.53622884,-189.2801653
0.577,7.678940792,-1.419332713,-5.918682494,-107.324321,78.93353243,-190.3142076
0.578,7.683165036,-1.437504775,-5.910453666,-107.8812156,76.31467859,-191.3227256
0.579,7.687437006,-1.455661422,-5.902115589,-108.4263926,73.67996874,-192.3055051
0.58,7.691756425,-1.473802404,-5.893668182,-108.9598009,71.02970737,-193.2623338
0.581,7.696123014,-1.491927465,-5.885111369,-109.4813921,68.36420208,-194.1930012
0.582,7.700536489,-1.510036351,-5.87644507,-109.9911195,65.68376352,-195.0972989
0.583,7.704996564,-1.528128803,-5.867669208,-110.4889387,62.98870542,-195.9750204
0.584,7.709502946,-1.546204561,-5.858783703,-110.9748075,60.27934457,-196.8259611
0.585,7.714055343,-1.564263363,-5.849788479,-111.4486861,57.55600079,-197.6499185
0.586,7.718653456,-1.582304946,-5.840683456,-111.9105364,54.81899695,-198.4466923
0.587,7.723296984,-1.600329043,-5.831468557,-112.3603231,52.06865894,-199.2160843
0.588,7.727985623,-1.618335387,-5.822143705,-112.7980127,49.30531565,-199.9578983
0.589,7.732719062,-1.636323707,-5.812708823,-113.2235741,46.52929898,-200.6719407
0.59,7.737496991,-1.654293732,-5.803163833,-113.6369784,43.74094381,-201.3580197
0.591,7.742319094,-1.672245186,-5.793508658,-114.038199,40.940588,-202.0159462
0.592,7.747185051,-1.690177793,-5.783743224,-114.4272115,38.12857238,-202.6455332
0.593,7.75209454,-1.708091276,-5.773867453,-114.803994,35.30524068,-203.2465963
0.594,7.757047234,-1.725985352,-5.763881271,-115.1685264,32.47093961,-203.8189534
0.595,7.762042804,-1.74385974,-5.753784603,-115.5207914,29.62601876,-204.3624249
0.596,7.767080916,-1.761714155,-5.743577375,-115.8607737,26.77083063,-204.8768338
0.597,7.772161233,-1.779548309,-5.733259514,-116.1884604,23.9057306,-205.3620057
0.598,7.777283414,-1.797361912,-5.722830947,-116.5038408,21.03107688,-205.8177688
0.599,7.782447116,-1.815154674,-5.712291601,-116.8069067,18.14723057,-206.2439539
0.6,7.78765199,-1.8329263,-5.701641405,-117.097652,15.25455555,-206.6403947
0.601,7.792897687,-1.850676494,-5.690880289,-117.3760731,12.35341854,-207.0069275
0.602,7.79818385,-1.868404958,-5.680008183,-117.6421686,9.444189002,-207.3433916
0.603,7.803510122,-1.886111392,-5.669025018,-117.8959396,6.527239188,-207.6496289
0.604,7.808876142,-1.903795492,-5.657930727,-118.1373893,3.602944074,-207.9254846
0.605,7.814281543,-1.921456954,-5.646725241,-118.3665234,0.671681353,-208.1708066
0.606,7.819725958,-1.93909547,-5.635408497,-118.5833499,-2.266168591,-208.3854459
0.607,7.825209013,-1.95671073,-5.623980427,-118.7878792,-5.210222707,-208.5692566
0.608,7.830730335,-1.974302423,-5.61244097,-118.9801239,-8.160095306,-208.722096
0.609,7.836289542,-1.991870235,-5.600790062,-119.160099,-11.11539808,-208.8438244
0.61,7.841886253,-2.009413847,-5.589027642,-119.327822,-14.07574014,-208.9343054
0.611,7.847520082,-2.026932943,-5.57715365,-119.4833125,-17.04072804,-208.9934059
0.612,7.85319064,-2.0444272,-5.565168027,-119.6265925,-20.00996578,-209.0209963
0.613,7.858897532,-2.061896295,-5.553070716,-119.7576866,-22.98305489,-209.0169501
0.614,7.864640363,-2.079339902,-5.540861661,-119.8766214,-25.95959441,-208.9811443
0.615,7.870418733,-2.096757693,-5.528540807,-119.983426,-28.93918095,-208.9134597
0.616,7.876232238,-2.114149336,-5.516108102,-120.0781318,-31.9214087,-208.8137803
0.617,7.882080473,-2.1315145,-5.503563494,-120.1607726,-34.90586949,-208.6819937
0.618,7.887963026,-2.148852849,-5.490906933,-120.2313844,-37.8921528,-208.5179915
0.619,7.893879485,-2.166164044,-5.47813837,-120.2900056,-40.87984581,-208.3216686
0.62,7.899829433,-2.183447746,-5.46525776,-120.336677,-43.86853342,-208.0929239
0.621,7.90581245,-2.200703613,-5.452265058,-120.3714415,-46.85779832,-207.8316602
0.622,7.911828111,-2.217931299,-5.439160221,-120.3943446,-49.84722097,-207.5377838
0.623,7.91787599,-2.235130457,-5.425943208,-120.4054337,-52.83637971,-207.2112053
0.624,7.923955658,-2.252300738,-5.41261398,-120.404759,-55.82485075,-206.8518391
0.625,7.93006668,-2.26944179,-5.3991725,-120.3923725,-58.8122082,-206.4596038
0.626,7.936208619,-2.286553258,-5.385618732,-120.3683288,-61.79802417,-206.0344218
0.627,7.942381037,-2.303634786,-5.371952643,-120.3326846,-64.78186876,-205.5762198
0.628,7.948583488,-2.320686014,-5.358174204,-120.2854989,-67.76331013,-205.0849289
0.629,7.954815527,-2.337706581,-5.344283384,-120.2268331,-70.74191453,-204.5604842
0.63,7.961076704,-2.354696123,-5.330280158,-120.1567505,-73.71724635,-204.0028251
0.631,7.967366566,-2.371654274,-5.316164502,-120.075317,-76.68886817,-203.4118954
0.632,7.973684656,-2.388580664,-5.301936393,-119.9826004,-79.65634081,-202.7876436
0.633,7.980030515,-2.405474925,-5.287595812,-119.8786709,-82.61922337,-202.1300221
0.634,7.98640368,-2.42233668,-5.273142743,-119.7636009,-85.5770733,-201.4389885
0.635,7.992803686,-2.439165556,-5.25857717,-119.6374648,-88.52944641,-200.7145043
0.636,7.999230064,-2.455961174,-5.243899082,-119.5003392,-91.47589697,-199.9565363
0.637,8.005682341,-2.472723153,-5.22910847,-119.3523031,-94.41597773,-199.1650554
0.638,8.012160042,-2.489451111,-5.214205326,-119.1934372,-97.34923998,-198.3400376
0.639,8.01866269,-2.506144662,-5.199189648,-119.0238248,-100.2752336,-197.4814636
0.64,8.025189803,-2.52280342,-5.184061433,-118.8435508,-103.1935072,-196.589319
0.641,8.031740896,-2.539426994,-5.168820685,-118.6527026,-106.103608,-195.6635941
0.642,8.038315483,-2.556014992,-5.153467406,-118.4513693,-109.005082,-194.7042845
0.643,8.044913072,-2.572567019,-5.138001605,-118.2396423,-111.8974741,-193.7113905
0.644,8.051533171,-2.58908268,-5.122423293,-118.017615,-114.7803281,-192.6849175
0.645,8.058175284,-2.605561575,-5.106732483,-117.7853826,-117.6531867,-191.6248762
0.646,8.06483891,-2.622003302,-5.090929191,-117.5430425,-120.5155916,-190.5312823
0.647,8.071523549,-2.638407459,-5.075013439,-117.290694,-123.3670836,-189.4041567
0.648,8.078228695,-2.654773639,-5.058985248,-117.0284383,-126.2072026,-188.2435257
0.649,8.08495384,-2.671101434,-5.042844645,-116.7563784,-129.0354879,-187.0494206
0.65,8.091698474,-2.687390435,-5.02659166,-116.4746194,-131.8514779,-185.8218785
0.651,8.098462082,-2.703640228,-5.010226327,-116.1832682,-134.6547103,-184.5609417
0.652,8.10524415,-2.719850399,-4.993748681,-115.8824335,-137.4447224,-183.2666577
0.653,8.112044158,-2.73602053,-4.977158764,-115.5722258,-140.2210508,-181.9390799
0.654,8.118861585,-2.752150204,-4.960456617,-115.2527575,-142.9832318,-180.5782671
0.655,8.125695905,-2.768238998,-4.94364229,-114.9241426,-145.7308013,-179.1842836
0.656,8.132546592,-2.784286489,-4.926715833,-114.586497,-148.4632949,-177.7571995
